Linie,groupe,Median_10_100_l,Mean_10_100_l,Skewness_10_100_l,Kurtosis_10_100_l,Median_10_100_r,Mean_10_100_r,Skewness_10_100_r,Kurtosis_10_100_r,Median_30_300_l,Mean_30_300_l,Skewness_30_300_l,Kurtosis_30_300_l,Median_30_300_r,Mean_30_300_r,Skewness_30_300_r,Kurtosis_30_300_r,Median_300_1000_l,Mean_300_1000_l,Skewness_300_1000_l,Kurtosis_300_1000_l,Median_300_1000_r,Mean_300_1000_r,Skewness_300_1000_r,Kurtosis_300_1000_r,km_debut,km_fin,rayon,length,max_l,max_r,cause_max_r,cause_max_l,max,reserve_usure_l,reserve_usure_r,reserve_usure_min
Chatel-St-Denis - Montbovon,13,0.034241999,0.03653560173982442,0.839597273056058,0.368431092501861,0.021297001000000003,0.023675192842231074,2.0356578363385425,6.801992626209088,0.0713544995,0.0702008815976,0.144018512305618,-0.35316629355886464,0.06114,0.060737516324302784,0.2713482534471957,-0.28094254405891617,0.055508,0.06046557604368932,1.0497251905043763,1.2159052047473677,0.071858,0.07826802938007968,0.8481285712407015,0.2590448764684532,22866.36,23180.11,0.0,313.75,0.0713544995,0.071858,Median_300_1000_r,Median_30_300_l,0.071858,0.0086455005,0.008141999999999996,0.008141999999999996
Chatel-St-Denis - Montbovon,14,0.038095,0.040689427531598515,0.767208356696723,0.46160111399545256,0.023281001000000003,0.025159524200743494,2.176633899837932,7.85693346771394,0.067168001,0.06902101121561338,0.775777060235907,0.6999323380684581,0.055126,0.05798389593680297,1.7245107146214682,5.21765915203458,0.05213,0.0577269703197026,0.7067156679915848,-0.2485404348581408,0.057195,0.07565877736802974,1.1918136048667913,0.1783022000704384,23180.11,23247.36,193.0,67.25,0.067168001,0.057195,Median_300_1000_r,Median_30_300_l,0.067168001,0.012831998999999997,0.022805,0.012831998999999997
Chatel-St-Denis - Montbovon,15,0.038582000500000005,0.04026580905454545,0.7277661889328092,0.18085718310239418,0.023210500000000002,0.025368081836363635,1.6385251026769476,3.6592280911985835,0.060645,0.06267509393333333,0.7981905102182945,1.0485805628211624,0.0468925005,0.04972779398787879,0.7536608127012367,0.26712701117600623,0.07335749999999999,0.0734871121,0.08526057038941297,-0.30585609522806,0.063281,0.06821796666363636,0.7681438122276719,-0.1622652781929972,23247.36,23329.86,185.0,82.5,0.07335749999999999,0.063281,Median_300_1000_r,Median_300_1000_l,0.07335749999999999,0.0066425000000000095,0.016718999999999998,0.0066425000000000095
Chatel-St-Denis - Montbovon,16,0.034535,0.038928018110440034,1.276517588869963,1.881629894922212,0.01821,0.02038109663244176,2.2155881978199705,8.275461421294938,0.072572001,0.07901938745211388,1.641379868502459,3.9538989650965606,0.071114,0.07960900257204487,2.0882355299642508,7.718468211760539,0.060037,0.062459607336496976,0.8311432912717266,0.7043718548327131,0.069207,0.07056103621052631,0.4148432378052724,-0.015661624491581705,23329.86,23641.86,0.0,312.0,0.072572001,0.071114,Median_30_300_r,Median_30_300_l,0.072572001,0.007427999000000005,0.008886000000000005,0.007427999000000005
Chatel-St-Denis - Montbovon,17,0.035468,0.037699921197044337,1.241797106615899,1.196873822363549,0.018765,0.020563684729064037,1.235441375655823,1.0438698191266989,0.042314,0.04542935960591133,1.627843773407066,3.494682366853981,0.027437000000000003,0.0290707832364532,1.5938272277868126,4.312352595932331,0.029394999,0.03261219214285714,1.4760839476196592,1.8864524950523833,0.020886,0.02420653197044335,1.0668980260795167,0.5318356856848365,23641.86,23692.61,185.0,50.75,0.042314,0.027437000000000003,Median_30_300_r,Median_30_300_l,0.042314,0.037686000000000004,0.052563,0.037686000000000004
Chatel-St-Denis - Montbovon,18,0.040396,0.043116793570967746,1.1761991978774868,1.4201768796801506,0.021593,0.02476513331746032,4.7480421614688115,28.290004688816243,0.042790002,0.04497458093069307,1.2280752420379522,2.3809223147930343,0.027909001000000003,0.029736199348837207,3.275269649651159,20.692647634592042,0.034397,0.037161999992619925,1.0506657354445645,0.9799246382627884,0.0289775005,0.03327755037769784,0.9775909941133563,0.1875114476484212,23692.61,23771.61,200.0,79.0,0.042790002,0.0289775005,Median_300_1000_r,Median_30_300_l,0.042790002,0.037209998,0.0510224995,0.037209998
Chatel-St-Denis - Montbovon,19,0.0440515,0.0431407666,0.6832277351535601,0.3275612730547248,0.0233405,0.024342466733333335,0.5616303358563733,-0.6139290043029377,0.04528650000000001,0.047644766666666664,0.7736382758214954,-0.14332471193625818,0.0283495,0.0317721667,0.912503404673674,-0.536819929742359,0.0398515,0.04703526673333334,0.7957928565000046,-0.7333523353105385,0.0275729995,0.036715966733333334,0.8171792081324198,-1.0603556367031048,23771.61,23779.36,0.0,7.75,0.04528650000000001,0.0283495,Median_30_300_r,Median_30_300_l,0.04528650000000001,0.034713499999999994,0.0516505,0.034713499999999994
Chatel-St-Denis - Montbovon,20,0.074822,0.09641020038571428,2.50623126708475,7.581724898407854,0.040219,0.04035594669333333,0.10750986312958552,0.019746448089614788,0.10714099999999999,0.13931206122727274,2.04938963888588,3.136940714478575,0.052924002,0.053787093253333335,0.504228469950737,-0.11845653307879056,0.14179701,0.15405476363636364,0.25364758711581237,-0.9027849863313842,0.054966,0.062282360053333326,0.6444686733780901,-0.6435211902794489,7707.381,7726.131,130.0,18.75,0.14179701,0.054966,Median_300_1000_r,Median_300_1000_l,0.14179701,-0.06179701,0.025034,-0.06179701
Chatel-St-Denis - Montbovon,21,0.0488915,0.06619443819072166,4.685314982699277,24.073258026593663,0.024921,0.027463618040201004,1.1275612949203841,1.6550391414667,0.0680195005,0.09964777732608696,4.286475293213232,18.066734119775564,0.035081,0.03721056073544974,0.8015588841723826,0.07393597278122188,0.073707,0.11091336532051282,2.3478915745680644,4.213842762824761,0.051048,0.054992733727810654,0.6697705073762729,-0.3627206513162684,7819.381,7869.881,600.0,50.5,0.073707,0.051048,Median_300_1000_r,Median_300_1000_l,0.073707,0.006293000000000007,0.028952,0.006293000000000007
Chatel-St-Denis - Montbovon,22,0.038832999,0.05606183906896551,1.315539627680766,0.409030407557204,0.0242765,0.026837511505747126,4.176465750181897,26.629483836005953,0.04391200000000001,0.05366267060588236,1.0062929833673597,0.03591770011322293,0.029563999,0.031869608726708076,1.0129991098116586,1.1477108056792122,0.033725,0.03392407053846153,0.22150493883822722,-0.3395104402588789,0.029739,0.03212053378195488,0.43612515755241016,-0.9520566875333873,24051.537,24096.537,0.0,45.0,0.04391200000000001,0.029739,Median_300_1000_r,Median_30_300_l,0.04391200000000001,0.036087999999999995,0.050261,0.036087999999999995
